date,explanation,media_type,title,url,copyright
2001-05-06,"It is the most famous star cluster on the sky. The Pleiades can be seen without binoculars from even the depths of a light-polluted city.  Also known as the Seven Sisters and M45, the Pleiades is one of the brightest and closest open clusters.   The Pleiades contains over 3000 stars, is about 400 light years away, and only 13 light years across.  Quite evident in the above photograph are the blue reflection nebulae that surround the bright cluster stars.  Low mass, faint, brown dwarfs have recently been found in the Pleiades.",image,The Pleiades Star Cluster,https://apod.nasa.gov/apod/image/0002/m45_uks.jpg,AAO
2001-05-07,"ven the hot and cracked surface of Venus has rolling hills.  Although never actually photographed from up-close, images of the Venusian surface like that shown above have been constructed in recent years by digitally merging distant photographs from height-sensitive radar.  Isolated above is a 100-kilometer wide swath inside a volcanic region known as Yavine Corona.  Visible in the frame are numerous fractures in the surface.  Data is missing from the dark lane on the upper right.  The surface of Venus is so hot and oppressive that robot spacecraft landed there have lasted for only a few hours.",image,One Hundred-Kilometer Terrain on Venus,https://apod.nasa.gov/apod/image/0105/venusland_magellan.jpg,nan
2001-05-08,"In the center of a swirling whirlpool of hot gas is likely a beast that has never been seen directly: a black hole.   Studies of the bright light emitted by the swirling gas frequently indicate not only that a black hole is present, but also likely attributes.  The gas surrounding GRO J1655-40, for example, has recently been found to display an unusual flickering at a rate of 450 times a second.  Given a previous mass estimate for the central object of seven times the mass of our Sun, the rate of the fast flickering can be explained by a black hole that is rotating very rapidly.  What physical mechanisms actually cause the flickering -- and a slower quasi-periodic oscillation (QPO) -- in accretion disks surrounding black holes and neutron stars remains a topic of much research.",image,GRO J1655-40: Evidence for a Spinning Black Hole,https://apod.nasa.gov/apod/image/0105/blackholestorm_chandra.jpg,nan
2001-05-09,"The International Space Station (ISS) continues to grow.  Last month, the crew of the Space Shuttle Endeavor delivered new Logistics Modules and installed the new Canadarm2 on the growing outpost. The ISS -- complete with its new arm -- was photographed 400 kilometers above planet Earth by the Space Shuttle Endeavor crew soon after they undocked.  The shuttle then flew around the station for a survey.  Three members of the Expedition Two Crew remain aboard the ISS running scientific experiments and unpacking over two tons of material delivered by the shuttle.  The next shuttle scheduled to visit the ISS will be Atlantis in June.",image,Space Station Shows Off New Robot Arm,https://apod.nasa.gov/apod/image/0105/newarm_iss.jpg,nan
2001-05-10,"Spiral galaxies viewed face-on display a grand design, with graceful spiral arms traced by bright star clusters and glowing stellar nurseries. When seen edge-on, their appearance is very different but no less striking as their central regions bulge and dark cosmic dust lanes appear silhouetted against starlight from flattened galactic disks. This masterful mosaic of digital images shows nine prominent edge-on spirals arranged as follows: top; NGC2683, M104, NGC4565, middle; NGC891, NGC4631, NGC3628, and bottom; NGC5746, NGC5907, and NGC4217. Perhaps the best known of these is M104 (NGC4594) whose more descriptive moniker is the Sombrero Galaxy. Notably, the edge-on perspective of these galaxies allows a measurement of their galactic rotation speed using the Doppler effect. Plotting rotation speed versus distance from the center determines a galaxy's gravitational mass and historically led to premier evidence for mysterious Dark Matter.",image,Spirals On Edge,https://apod.nasa.gov/apod/image/0105/spiraledge_gendler.jpg, Robert Gendler 
2001-05-11,"A drop of water or prism of glass can spread out visible sunlight into a rainbow of colors. In order of increasing energy, the well known spectrum of colors in a rainbow runs red, orange, yellow, green, blue, indigo, violet. X-ray light too can be spread out into a spectrum ordered by energy ... but not by drops of water or glass. Instead, the orbiting Chandra X-ray Observatory uses a set of 540 finely ruled, gold gratings to spread out the x-rays, recording the results with digital detectors. The resulting x-ray spectrum reveals much about the compositions, temperatures, and motions within cosmic x-ray sources. This false color Chandra image shows the x-ray spectrum of a star system in Ursa Major cataloged as XTE J1118+480 and thought to consist of a sun-like star orbiting a black hole. Unlike the familiar appearance of a prism's visible light rainbow, the energies here are ordered along radial lines with the highest energy x-rays near the center and lowest energies near the upper left and lower right edges of the image. The central spiky region itself is created by x-rays from the source which are not spread out by the array of gratings.",image,X-Ray Rainbows,https://apod.nasa.gov/apod/image/0105/xtej1118_xray.jpg,nan
2001-05-12,"As a gorgeous full Moon rose above the eastern horizon on February 7, the Space Shuttle Atlantis streaked skyward towards an orbital rendezvous with the International Space Station. Watching from Orlando, Florida, about 60 miles west of the Kennedy Space Center launch site, photographer Tony DeVito captured this digital image, one of a series of pictures of the shuttle's fiery climb. While foreground street lights flickered on and a clear evening sky grew dark, the shuttle's path just grazed the bright lunar disk.  On this mission, STS-98, Atlantis carried the U.S. Destiny laboratory module to be added to the expanding orbital outpost. Atlantis is currently scheduled to return to the space station next month.",image,Shuttle Moon,https://apod.nasa.gov/apod/image/0105/shuttlemoon_devito.jpg, Anthony DeVito 
2001-05-13,"One of the more prominent craters on the Moon is named Copernicus.  Copernicus is a large young crater visible with binoculars slightly northwest of the center of the Moon's Earth-facing hemisphere.  Copernicus is distinguished by its size and by the many bright rays pointing out from it.  Although Copernicus is relatively young for a lunar crater, it was formed nearly a billion years ago by a colossal impact. The center of Copernicus is about 93 kilometers across.  The above picture was taken in 1972 by the last human mission to the moon: Apollo 17.  The prospects for a return have been boosted recently with increased evidence of ice deposits near the lunar poles.",image,Crater Copernicus,https://apod.nasa.gov/apod/image/0105/copernicus_apollo17.jpg,nan
2001-05-14,"High atop a Chilean mountain lies one of the premier observatories of the southern sky: Cerro Tololo.  Pictured above is one of the premier telescopes of the Cerro Tololo Inter-American Observatory (CTIO) and of the past quarter-century: the 4-meter Blanco Telescope.  Far behind the telescope are thousands of individual stars and diffuse light from three galaxies: the Small Magellanic Cloud (upper left), the Large Magellanic Cloud (lower left), and our Milky Way Galaxy (right).  Visible just to Blanco's right is the famous superposition of four bright stars known as the Southern Cross. The observatory structures are lit solely by starlight.",image,A Cerro Tololo Sky,https://apod.nasa.gov/apod/image/0105/sky_ctio.jpg,Roger Smith
2001-05-15,"The largest radio telescopes in the world are working together to create a new map of the surface of Venus.  The surface of Venus is unusually hidden by a thick atmosphere of mostly carbon dioxide gas.  These thick clouds are transparent, however, to radar signals sent and received from Earth.  The two radio telescopes generating the most powerful radar ever are the Arecibo Telescope in Puerto Rico and the new Robert C. Byrd Green Bank Telescope in West Virginia.  The new survey will resolve details as fine a one-kilometer across, and will be inspected for changes since the last major radar map was made by NASA's Magellan spacecraft that orbited Venus from 1990 to 1994.  Pictured above is part of a preliminary image showing details as small as five-kilometers across.",image,A Radar Image of Venus,https://apod.nasa.gov/apod/image/0105/venus_greenbank.jpg,nan
2001-05-16,"Are black holes the cause of X-rays that pour out from the center of the Circinus galaxy?   A new high-resolution image from the orbiting Chandra X-ray Observatory has resolved the inner regions of this nearby galaxy into several smaller sources.  The image is shown above in representative-color.  Extended X-ray emission from the center appears to match optical light and appears consistent with a model where hot gas is escaping from a supermassive black hole at Circinus' center.  At least one of the other sources varies its X-ray brightness as expected from a binary star system, indicating that the system is small yet massive, and giving credence to a model where a black hole is surrounded by doughnut-shaped ring.  The region shown spans about 5000 light-years across.",image,The Center of the Circinus Galaxy in X-Rays,https://apod.nasa.gov/apod/image/0105/circinus_chandra.jpg,nan
2001-05-17,"Neutrinos are subatomic particles generated by the nuclear reactions which power stars like our Sun. Flying outward from the Sun's core, they easily pass through the Sun (and almost anything else!) unimpeded and should be detectable by earth-based neutrino telescopes. Still, to the long-standing consternation of astrophysicists, the observed flux of solar neutrinos is less than expected. In a new twist to this solar neutrino saga, an analysis of data from the GALLEX / GNO neutrino detector finds a solar neutrino flux that varies over about 27 days ... approximately matching the Sun's rotation period. In fact, since different parts of the Sun rotate at different rates, the neutrino flux variations match most exactly the rotation rates of the areas shown in red on this colorful cross-sectional map of the solar interior rotation. So how could solar rotation affect the neutrino flux? Some theoretical models say that neutrinos can change quantum properties when they interact with tangled solar magnetic fields and become particles that the neutrino experiments were not designed to detect. Then, as the Sun rotates, the neutrinos sometimes come to us unaffected and sometimes come through magnetic fields, diminishing the flux that can be measured.",image,Solar Neutrino Astronomy,https://apod.nasa.gov/apod/image/0105/neutrinorotmap_weber_c2.jpg,nan
2001-05-18,"Stars like HD 82943 are main sequence G dwarf stars with temperatures and compositions similar to the Sun. Also like the Sun, HD 82943 is known to have at least two giant planets, but unlike gas giants in our solar system their orbits are not nearly circular and bring them closer to the parent star. Astronomers now point to strong observational evidence that HD 82943 used to have more planets ... but swallowed them in the past. Such a cosmic cataclysm is illustrated above in an artist's dramatic vision. As a result, planetary debris would contaminate the outer layers of HD 82943. Researchers using a high resolution spectrograph at the European Southern Observatory's Kueyen telescope believe they have seen a clear signature of this contamination by identifying the isotope Lithium-6 in this sun-like star's spectrum. Because the light element Lithium-6 is so readily destroyed in nuclear reactions during star formation, no significant Lithium-6 should now exist in HD 82943. Startlingly, perhaps the most likely explanation for the presence of Lithium-6 today is that it is left over from planetary material which formed separately and was then absorbed by the parent star.",image,HD 82943: Planet Swallower,https://apod.nasa.gov/apod/image/0105/hd82943_perez.jpg,nan
2001-05-19,"In April of 1970, after an oxygen tank exploded and crippled their service module, the Apollo 13 astronauts were forced to abandon plans to make the third human lunar landing. The extent of the damage is revealed in this grainy, grim photo, taken as the service module was drifting away -- jettisoned only hours prior to the command module's reentry and eventual safe splashdown. An entire panel on the side of the service module has been blown away and extensive internal damage is apparent. Visible below the gutted compartment is a radio antenna and the large, bell-shaped nozzle of the service module's rocket engine.",image,Damage to Apollo 13,https://apod.nasa.gov/apod/image/0105/a13module_damage.jpg,nan
2001-05-20,"Stars come in all different colors. The color of a star indicates its surface temperature, an important property used to assign each star a spectral type. Most stars in the above Sagittarius Star Cloud are orange or red and relatively faint, as our Sun would appear. The blue and greenish stars are hotter, many being relatively young and massive.  The bright red stars are cool Red Giants, bloated stars once similar to our Sun that have entered a more advanced stage of evolution.  Stars of this Sagittarius Cloud lie towards the center of our Galaxy - tantalizing cosmic jewels viewed through a rift in the dark, pervasive, interstellar dust. This famous stellar grouping houses some of the oldest stars known.",image,Sagittarius Star Cloud,https://apod.nasa.gov/apod/image/0105/sgr1_hst.jpg,nan
2001-05-21,"Last year, a different comet LINEAR (C/1999 S4) broke up.  This year, a comet first imaged by the Lincoln Near Asteroid Research (LINEAR) telescope in New Mexico on 2001 January 3, is also breaking up.   This new Comet LINEAR (C/2001 A2) unexpectedly brightened to the edge of naked-eye visiblilty a few weeks ago when its nucleus broke in two.  Observations taken just last week now indicate that one of the two remaining nuclear fragments has again fragmented.  The first piece to break off is visible on the upper left of the above false-color image by a Very Large Telescope, while additional fragmentation is inferred from the brightness and elongation of the spot on the lower right.  When a comet nucleus splits, new surfaces are exposed and previously trapped ice and gas are released that evaporate and brighten in the energetic sunlight.  Comet LINEAR may remain visible with little or no optical aid into early June.  In contrast, at least two other much dimmer Comet LINEARs discovered recently appear stable.",image,Another Comet LINEAR Breaks Up,https://apod.nasa.gov/apod/image/0105/linear3pc_eso.jpg,nan
2001-05-22,"Galaxies are fascinating not only for what is visible, but for what is invisible.  Grand spiral galaxy NGC 1232, captured in detail by one of the new Very Large Telescopes, is a good example.  The visible is dominated by millions of bright stars and dark dust, caught up in a gravitational swirl of spiral arms rotating about the center.  Open clusters containing bright blue stars can be seen sprinkled along these spiral arms, while dark lanes of dense interstellar dust can be seen sprinkled between them.  Less visible, but detectable, are billions of dim normal stars and vast tracts of interstellar gas, together wielding such high mass that they dominate the dynamics of the inner galaxy.  Invisible are even greater amounts of matter in a form we don't yet know - pervasive dark matter needed to explain the motions of the visible in the outer galaxy.  What's out there?",image,Spiral Galaxy NGC 1232,https://apod.nasa.gov/apod/image/0105/ngc1232all_vlt.jpg,nan
2001-05-23,"How did orange soil appear on the Moon?  This mystery began when astronaut Harrison Schmidt noticed the off-color patch near Apollo 17's Taurus-Littrow landing site in 1972.  Schmidt and fellow astronaut Eugene Cernan scooped up some of the unusual orange soil for detailed inspection back on Earth.  Pictured above is a return sample shown greatly magnified, with its discovery location shown in the inset.  The orange soil contains particles less than 0.1 millimeter across, some of the smallest particles yet found on the Moon.  Lunar geologists now think that the orange soil was created during an ancient fire-fountain.  Detailed chemical and dating analyses indicate that during an explosive volcanic eruption 3.64 billion years ago, small drops of molten rock cooled rapidly into the nearly spherical colored grains.  The origin of some of the unusual elements found in the soil, however, remains unknown.",image,Strange Orange Soil on the Moon,https://apod.nasa.gov/apod/image/0105/lunarsoil_apollo17.jpg,nan
2001-05-24,"A deep optical image (left) of 47 Tucanae shows an ancient globular star cluster so dense and crowded that individual stars can not be distinguished in its closely packed core. An x-ray image of its central regions (inset right) from the Chandra Observatory reveals a wealth of x-ray stars hidden there. Color-coded by energy, low energies are red, medium are green, and high energy cosmic x-ray sources are blue, while whitish sources are bright across the x-ray energy bands. The x-ray stars here are double stars or compact binary star systems. They are so called because one of the pair of stellar companions is a normal star and the other a compact object -- a white dwarf, neutron star, or possibly a black hole. Chandra's x-ray vision detects the presence of an unexpectedly large number of these exotic star systems within 47 Tucanae, but it also indicates the apparent absence of a large central black hole. The finding suggests that compact binary star systems of 47 Tucanae may be ejected from the cluster before coalescing to form a large black hole at its core.",image,X-Ray Stars of 47 Tucanae,https://apod.nasa.gov/apod/image/0105/47tuc_xrayopt_c2.jpg,nan
2001-05-25,"Forty years ago today (May 25, 1961) U.S. president John Kennedy announced the goal of landing Americans on the Moon by the end of the decade. Kennedy's ambitious speech triggered a nearly unprecedented peacetime technological mobilization and one result was the Saturn V moon rocket. Its development directed by rocket pioneer Wernher Von Braun, the three stage Saturn V stood over 36 stories tall. It had a cluster of five first stage engines fueled by liquid oxygen and kerosene which together were capable of producing 7.5 million pounds of thrust. Giant Saturn V rockets ultimately hurled nine Apollo missions to the Moon and back again with six landing on the lunar surface. The first landing, by Apollo 11, occurred on July 20, 1969 achieving Kennedy's goal. Bathed in light, this Saturn V awaits an April 11, 1970 launch on the third lunar landing mission, Apollo 13.",image,Saturn The Giant,https://apod.nasa.gov/apod/image/0105/as13_nasa.jpg,nan
2001-05-26,"The colorful planetary nebula phase of a sun-like star's life is brief. Almost in the blink of an eye - cosmically speaking - the star's outer layers are cast off, forming an expanding emission nebula. This nebula lasts perhaps 10 thousand years compared to a 10 billion year stellar life span. Spectacular planetary nebulae are familiar objects to both professional and amateur astronomers, but they still contain a few surprises. For instance, the lovely nebula NGC 6826, also known as the Blinking Eye Nebula, has mysterious red FLIERS seen on either side of the Hubble Space Telescope image above. Are they also expanding outward from the central star? If so, their bow shocks point in the wrong direction!",image,NGC 6826: The Blinking Eye,https://apod.nasa.gov/apod/image/0105/ngc6826_hst.jpg,nan
2001-05-27,"Comet Hale-Bopp became much brighter than any surrounding stars.  It was seen even over bright city lights.  Out away from city lights, however, it put on quite a spectacular show.  Here Comet Hale-Bopp was photographed above Val Parola Pass in the Dolomite mountains surrounding Cortina d'Ampezzo, Italy.  Comet Hale-Bopp's blue ion tail was created when fast moving particles from the solar wind struck expelled ions from the comet's nucleus.  The white dust tail is composed of larger particles of dust and ice expelled by the nucleus that orbit behind the comet.  Observations showed that Comet Hale-Bopp's nucleus spins about once every 12 hours.",image,Comet Hale-Bopp Over Val Parola Pass,https://apod.nasa.gov/apod/image/0105/halebopp5_aac.jpg,nan
2001-05-28,"Wouldn't it be fun if clouds were turtles?  Wouldn't it be fun if the laundry on the bedroom chair was a friendly monster?  Wouldn't it be fun if rock mesas on Mars were faces or interplanetary monuments?  Clouds, though, are small water droplets, floating on air.  Laundry is cotton, wool, or plastic, woven into garments.  Famous Martian rock mesas known by names like the Face on Mars appear quite natural when seen more clearly, as the above recently released photo shows.  Is reality boring?  Nobody knows how clouds make lightning.  Nobody knows the geological history of Mars.  Nobody knows why the laundry on the bedroom chair smells like root beer.   Understanding reality brings more questions.  Mystery and adventure are never far behind.  Perhaps fun and discovery are  just beginning.",image,Close-up of the Face on Mars,https://apod.nasa.gov/apod/image/0105/face2001_mgs.jpg,nan
2001-05-29,"High above planet Earth, a human helps an ailing machine.  The machine, in this potentially touching story, is the Hubble Space Telescope, which is not in the picture.  The human is Astronaut Steven L. Smith, and he is seen above retrieving a power tool from the handrail of the Remote Manipulator System before resuming work on HST in 1999 December.  For most astronauts, space is not a place for relaxation and vacation, but rather a place for hard work.  Since many space missions involve costly equipment and complicated experiments, astronauts are usually people of considerable knowledge and training.  Although the hours may be long and work may be taxing, one frequently reported perk of working in space is the spectacular view.",image,Working in Space,https://apod.nasa.gov/apod/image/0105/manmachine_sts103.jpg,nan
2001-05-30,"Astronomers divide stars into different spectral types. First started in the 1800s, the spectral type was originally meant to classify the strength of hydrogen absorption lines. A few types that best describe the temperature of the star remain in use today.  The seven main spectral types OBAFGKM are shown above with the spectrum of a single O star at the top followed by two spectra each from the progressively cooler designations, respectively.  Historically, these letters have been remembered with the mnemonic Oh Be A Fine Girl/Guy Kiss Me.  Frequent classroom contests, however, have come up with other more/less politically correct mnemonics such as Oven Baked Apples From Grandpa's/Grandma's Kitchen. Mmmm.  Our Sun has spectral type G.",image,Stellar Spectral Types: OBAFGKM,https://apod.nasa.gov/apod/image/0105/obafgkm_noao.jpg,KPNO
2001-05-31,"Arcing toward southern skies in late March, this faint comet LINEAR - the one officially designated C/2001 A2 (LINEAR) - brightened unexpectedly. The outburst, apparently due to the fragmentation of its nucleus, delighted observers as the comet eventually increased to naked-eye brightness. Comet LINEAR's tail also grew and in this mosaic of images from May 18, astronomer Gordon Garradd has carefully followed the fluorescing filaments of LINEAR's gas tail stretching 1.5 degrees (the width of three full moons) along the anti-sunward direction. The inset close-up near the top clearly shows two bright condensations in the cometary coma, indicating the presence of a split nucleus. This comet LINEAR made its closest approach to the Sun on May 24. Still showing off for southern skygazers at about 5th magnitude, it will become more easily visible for northern observers by late June.",image,LINEAR's Tail and Two Nuclei,https://apod.nasa.gov/apod/image/0105/linear01A2_garradd.jpg," Gordon Garradd, Loomberah NSW Australia  "
2001-06-01,"From September 2000 through March 2001, astronomer Tunc Tezel patiently photographed the planet Venus on 25 different dates as it wandered through the evening twilight. The pictures were taken from the same spot on the campus of the Middle East Technical University near Ankara, Turkey, and timed so that for each photo the Sun was 7 degrees below the horizon. Carefully registering and combining the pictures, he produced this composite image -- a stunning demonstration of Venus' grand looping sky motion during its recent stint as planet Earth's evening star. As indicated, the first picture, taken September 28, 2000, finds Venus close to the western horizon and drifting south (left) with the passing days. By December however, Venus was climbing well above the horizon after sunset and in January 2001 it reached its maximum apparent distance (elongation) from the Sun. March found Venus falling from the evening sky while moving rapidly north, finally appearing (far right) as a faint dot against the sunset glow on March 24. This month, Venus rises before dawn as the brilliant morning star.",image,Venus' Evening Loop,https://apod.nasa.gov/apod/image/0106/venusloop_tezel_ann.jpg, Tunc Tezel 
2001-06-02,"In the Summer of 1054 A.D. Chinese astronomers reported that a star in the constellation of Taurus suddenly became as bright as the full Moon. Fading slowly, it remained visible for over a year. It is now understood that a spectacular supernova explosion - the detonation of a massive star whose remains are now visible as the Crab Nebula- was responsible for the apparition. The core of the star collapsed to form a rotating neutron star or pulsar, one of the most exotic objects known to modern astronomers. Like a cosmic lighthouse, the rotating Crab pulsar generates beams of radio, visible, x-ray and gamma-ray energy which, as the name suggests, produce pulses as they sweep across our view. Using a stunning series of visible light images taken with the Hubble Space Telescope (HST) in 1995, astronomers have discovered spectacular pulsar powered motions within the Crab nebula. Highlights of this HST Crab movie show wisps of material moving away from the pulsar at half the speed of light, a scintillating halo, and an intense knot of emission dancing, sprite-like, above the pulsar's pole. Only 10 kilometers wide but more massive than the sun, the pulsar's energy drives the dynamics and emission of the nebula itself which is more than 10 light-years across.",image,The Pulsar Powered Crab,https://apod.nasa.gov/apod/image/0106/crab_hst.jpg,nan
2001-06-03,"Last March, telescopic instruments in Earth and space tracked a tremendous explosion that occurred across the universe.  A nearly unprecedented symphony of international observations began abruptly on 2000 March 1 when Earth-orbiting RXTE, Sun-orbiting Ulysses, and asteroid-orbiting NEAR all detected a 10-second burst of high-frequency gamma radiation.  Within 48 hours astronomers using the 2.5-meter Nordic Optical Telescope chimed in with the observation of a middle-frequency optical counterpart that was soon confirmed with the 3.5-meter Calar Alto Telescope in Spain.  By the next day the explosion was picked up in low-frequency radio waves by the by the European IRAM 30-meter dish in Spain, and then by the VLA telescopes in the US.   The Japanese 8-meter Subaru Telescope interrupted a maiden engineering test to trumpet in infrared observations.  Major telescopes across the globe soon began playing along as GRB 000301C came into view, detailing unusual behavior.  The Hubble Space Telescope captured the above image and was the first to obtain an accurate distance to the explosion, placing it near redshift 2, most of the way across the visible universe.  The Keck II Telescope in Hawaii quickly confirmed and refined the redshift.  Even today, no one is sure what type of explosion this was.  Unusual features of the light curve are still being studied, and no host galaxy appears near the position of this explosion.",image,A GRB 000301C Symphony,https://apod.nasa.gov/apod/image/0003/grb000301c_hst.gif,nan
2001-06-04,"What did the Sun look like before there were planets?  A prototype laboratory for the formation of low mass stars like our Sun is the T Tauri system, one of the brighter star systems toward the constellation of Taurus.  In young systems, gravity causes a gas cloud to condense.  The situation then usually becomes quite complex, as some of the infalling gas is heated so much by collisions that it is immediately expelled as an outgoing wind.  Complex geometries including jets and disks form as the infalling and outflowing gas collide and interact with a changing magnetic field. Pictured above is a false-color image of the T Tauri system itself, which turns out to be a binary.  In a few million years, the central condensate will likely become hot enough to ignite nuclear fusion, by which time much of the surrounding circumstellar material will either have fallen in or have been driven off by the stellar wind.  At that time, a new star will shine.",image,The T Tauri Star Forming System,https://apod.nasa.gov/apod/image/0106/ttauri_cfht.jpg,nan
2001-06-05,"Orbiting the Sun between Mars and Earth, asteroid 433 Eros was visited by the robot spacecraft NEAR-Shoemaker in 2000 February.   High-resolution surface measurements made by NEAR's Laser Rangefinder (NLR) have been combined into the above visualization based on the derived 3D model of the tumbling space rock. NEAR allowed scientists to discover that Eros is a single solid body, that its composition is nearly uniform, and that it formed during the early years of our Solar System.  Mysteries remain, however, including why some rocks on the surface have disintegrated.  On 2001 February 12, the NEAR mission drew to a dramatic close as it was crash landed onto the asteroid's surface, surviving well enough to return an analysis of the composition of the surface regolith.  Unless re-awakened by NASA, NEAR will likely remain on the asteroid for billions of years as a monument to human ingenuity at the turn of the third millennium.",image,Asteroid Eros Reconstructed,https://apod.nasa.gov/apod/image/0106/erosreconstruct_near.jpg,nan
2001-06-06,"This spectacular color picture of the core of barred spiral galaxy NGC 1512 (bottom panel) is a composite of the seven Hubble Space Telescope images arrayed along the top. Each top panel image was made with a filter and camera sensitive to a different wavelength band in the electromagnetic spectrum. Arranged by increasing wavelength, at the far left are two ultraviolet images from Hubble's Faint Object Camera. Next are two visible light images from its Wide Field Planetary Camera 2, followed on the right by three infrared images from the Near Infrared Camera and Multi-Object Spectrograph. To make a pleasing composite color image, blue tones were assigned to the invisible ultraviolet, greenish colors were used for the visible bands, and yellow/red for the invisible infrared band images. These images show that the center of NGC 1512 appears dramatically altered when viewed in different wavelength bands. In particular, the ultraviolet images highlight clusters of young, hot stars in a ring 2,400 light-years wide surrounding the core. What caused this cosmic starburst ring?",image,NGC 1512: A Panchromatic View,https://apod.nasa.gov/apod/image/0106/n1512core_hstpan_c1.jpg,nan
2001-06-07,"Astronomers now report that Chandra X-ray Observatory observations of galaxies known to be frantically forming stars show that these galaxies also contain luminous x-ray sources -- thought to be intermediate mass black holes and immense clouds of superheated gas. Take the lovely island universe NGC 253 for example. At distance of a mere 8 million light-years, NGC 253's prodigious starforming activity has been well studied using high-resolution optical images like the one seen here at lower left. Zooming in on this energetic galaxy's central region, Chandra's x-ray detectors reveal hidden details indicated in the inset at right. In the false-color image, x-ray hot gas clouds glow near the core and at least four very powerful x-ray sources lie within 3,000 light-years of the center of the galaxy. Much more luminous than black hole binary star systems in our own galaxy, these extreme x-ray sources may be gravitating toward NGC 253's center. As a result, NGC 253 and other similar starforming galaxies could ultimately develop a single, central, supermassive black hole, transforming their cores into quasars.",image,NGC 253: X-Ray Zoom,https://apod.nasa.gov/apod/image/0106/n253_xrayopt_c1.jpg,nan
2001-06-08,"This intriguing trio of galaxies is sometimes called the NGC 5985/Draco Group and so (quite reasonably) is located in the northern constellation Draco. From left to right are face-on spiral NGC 5985, elliptical galaxy NGC 5982, and edge-on spiral NGC 5981 -- all within this single telescopic field of view spanning a little more than half the width of the full moon. While this grouping is far too small to be a galaxy cluster and has not been cataloged as a compact group, these galaxies do lie roughly 100 million light-years from planet Earth. On close examination with spectrographs, the bright core of the striking face-on spiral NGC 5985 shows prominent emission in specific wavelengths of light, prompting astronomers to classify it as a Seyfert, a type of active galaxy. Not as well known as other tight groupings of galaxies, the contrast in visual appearance makes this triplet an attractive subject for avid astrophotographers.",image,Three Galaxies in Draco,https://apod.nasa.gov/apod/image/0106/draco3_gendler_c1.jpg, Robert Gendler 
2001-06-09,"In December of 1972, Apollo 17 astronauts Eugene Cernan and Harrison Schmitt spent about 75 hours exploring the Moon's Taurus-Littrow valley while colleague Ronald Evans orbited overhead. Cernan and Schmitt were the last humans to walk or ride on the Moon - aided in their explorations by a Lunar Roving Vehicle. The skeletal-looking lunar rover was just over 10 feet long, 6 feet wide and easily carried astronauts, equipment, and rock samples in the Moon's low gravity (about 1/6 Earth's). In this picture, Cernan stands at the back of the rover which carried the two astronauts in lawn-chair style seats. An umbrella-shaped high gain antenna and TV camera are mounted in the front. Powered by four 1/4 horsepower electric motors, one for each wheel, this rover was driven a total of about 18 miles across the lunar surface. Its estimated top speed was a blazing 8 miles per hour.",image,Apollo 17's Lunar Rover,https://apod.nasa.gov/apod/image/0106/rover_apollo17.jpg,nan
2001-06-10,"What are those strange blue objects?  Many are images of a single, unusual, beaded, blue, ring-like galaxy which just happens to line-up behind a giant cluster of galaxies.  Cluster galaxies here appear yellow and -- together with the cluster's dark matter -- act as a gravitational lens.  A gravitational lens can create several images of background galaxies, analogous to the many points of light one would see while looking through a wine glass at a distant street light.  The distinctive shape of this background galaxy -- which is probably just forming -- has allowed astronomers to deduce that it has separate images at 4, 8, 9 and 10 o'clock, from the center of the cluster.  Possibly even the blue smudge just left of center is yet another image! This spectacular photo from the Hubble Space Telescope was taken in October 1994.",image,"Giant Cluster Bends, Breaks Images",https://apod.nasa.gov/apod/image/0004/cl0024_hst.jpg,nan
2001-06-11,"Beneath the south pole of our Milky Way Galaxy lies a ball of over 100,000 stars.  M2, the second object on Charles Messier's eighteenth century list of bright diffuse sky objects, is known as a globular cluster, and orbits the center of our Galaxy like nearly 200 other globular clusters left over from the early days of our universe.  M2, pictured above, spans over 150 light-years, lies about 50,000 light-years away, and can be seen with binoculars towards the constellation of Aquarius.  Determining the distances and ages to globular clusters like M2 constrains the scale and age of our entire universe.",image,Globular Cluster M2,https://apod.nasa.gov/apod/image/0106/m2_noao.jpg,N. A. Sharp
2001-06-12,"By chance, a collision of two galaxies has created a surprisingly recognizable shape on a cosmic scale.  The Cartwheel Galaxy is part of a group of galaxies about 500 million light years away in the constellation Sculptor.   Two smaller galaxies in the group are visible on the left of the above photograph.  The Cartwheel's rim is an immense ring-like structure 100,000 light years in diameter composed of newly formed, extremely bright, massive stars.  When galaxies collide, they pass through each other -- their individual stars rarely come into contact.  The galaxies' gravitational fields, however, may be greatly distorted by the collision.  In fact, the ring-like shape is the result of the gravitational disruption caused by a small intruder galaxy passing through a large one, compressing the interstellar gas and dust, and causing a wave of star formation wave to move out from the impact point like a ripple across the surface of a pond.  In this case, the large galaxy may have originally been a spiral, not unlike our own Milky Way Galaxy, transformed by the collision.  Recent astronomical detective work has indicated what has become of the intruder.",image,The Cartwheel Galaxy,https://apod.nasa.gov/apod/image/0106/cartwheel_aao.jpg,"S. Lee &  D. F. Malin,  AAO "
